Title,Author,Start Date,End Date,Publication Year,Source,Volume,Issue,Beg page,End page,Order,Family,Genus,Species,Age,Latitude,Longitude,Number monitored,Total Mortality,Known Mortality,Total Harvest,Legal Harvest,Illegal Harvest,Vehicle,Poisoning,Agricultural,Train,Fence Entanglement,Other Human,Management Related,Predation,Disease,Accident/Injury,Other Natural,Starvation/Malnutrition,Weather,Drowning,Other Animal-Nonpredation,Unknown
Population characteristics of a white-tailed deer herd in a bottomland hardwood forest of south central Louisiana,Thayer,2007,2008,2009,Thesis: Louisiana State University,,,1,41,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,30.42689,-91.56736,45,24,24,18,18,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
The Wolves of Algonquin Park: A 12 year Ecological Study,Theberge,1988,1999,2004,Department of Geography University of Waterloo,Publication Series Number 56,,1,215,Carnivora,Canidae,Canis,lycaon,Adult,45.83130,-78.33599,144,74,74,31,31,0,5,1,0,0,0,11,0,0,6,0,10,5,0,0,5,0
Swift Fox response to prescribed fire in shortgrass steppe,Thompson,2003,2005,2008,Western North American Naturalist,68,2,251,256,Carnivora,Canidae,Vulpes,velox,Adult,37.45894,-102.60061,8,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prevalence of Human-Caused mortality in an unhunted cougar population and potential Impacts to Management,Thompson,1999,2005,2014,Wildlife Society Bulletin,38,2,341,347,Carnivora,Felidae,Puma,concolor,Adult,43.86497,-103.70281,31,10,10,3,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
Marten Populations in Uncut and Logged Boreal Forests in Ontario,Thompson,1982,1985,1994,The Journal of Wildlife Management,58,2,272,280,Carnivora,Mustelidae,Martes,americana,Adult,49.13498,-85.84916,36,25,25,19,19,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
Food Webs and intraguild predation: community interactions of a native mesocarnivore,Thompson,2001,2004,2007,Ecology,88,2,334,346,Carnivora,Canidae,Vulpes,velox,Multiple,37.49696,-104.15216,109,55,31,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,24
The comparative ecology and population dynamics of koalas in the koala coast region of south-east Queensland,Thompson,1995,2000,2006,Thesis: University of Queensland,,,1,300,Diprotodontia,Phascolarctidae,Phascolarctos ,cinereus,Adult,-27.63467,153.07438,210,97,75,0,0,0,15,0,0,2,0,0,0,8,39,0,9,0,0,2,0,22
"Coyote coexistence with wolves on the Kenai Peninsula, Alaska",Thurber,1977,1981,1992,Canadian Journal of Zoology,70,12,2494,2498,Carnivora,Canidae,Canis,latrans,Adult,60.32956,-150.47452,17,6,6,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0
Increased overwinter mortalities of white-tailed deer (Odocoileus virginianus) fawns during a drought year,Tosa,2010,2014,2017,Canadian Journal of Zoology,96,1,55,61,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,37.69180,-89.06550,32,10,8,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2
Resource Partitioning by bobcats and Coyotes in a Coniferous Forest,Toweill,1982,1984,1986,Thesis: Oregon State University,,,1,155,Carnivora,Felidae,Lynx,rufus,Adult,44.06029,-122.09158,13,4,4,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Resource Partitioning by bobcats and Coyotes in a Coniferous Forest,Toweill,1982,1984,1986,Thesis: Oregon State University,,,1,155,Carnivora,Felidae,Lynx,rufus,Juvenile,44.06029,-122.09158,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Home range and survival of cottontail rabbits in southwestern Wisconsin,Trent,1972,1972,1974,The Journal of Wildlife Management,38,3,459,472,Lagomorpha,Leporidae,Sylvilagus,floridanus,Adult,42.85476,-90.67417,51,27,23,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Adult,38.29523,-81.64148,119,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Adult,41.08278,-74.57951,NA,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Adult,40.36921,-78.94300,NA,33,33,17,17,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Juvenile,38.29523,-81.64148,NA,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Juvenile,41.08278,-74.57951,NA,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Temporal, spatial and environmental influences on the Demographics and Harvest Vulnerability of American Black Bears in Urban Habitats in New Jersey, Pennsylvania and West Virginia",Tri,2010,2012,2013,Thesis: West Virginia University,,,1,195,Carnivora,Ursidae,Ursus,americanus,Juvenile,40.36921,-78.94300,NA,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Population Ecology of Deer on Chickamauga Battlefield Park, Georgia",Tucker,1991,1994,1996,Proc Ann Conf SEAFWA,50,,367,378,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,34.93273,-85.27244,67,36,33,17,14,3,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
Bobcat movements and survival near United States Highway 281 in southern Texas,Tuovilla,1997,1999,1999,Thesis: Texas A & M University-Kingsville,,,1,67,Carnivora,Felidae,Lynx,rufus,Adult,28.42725,-98.13370,16,5,5,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evaluating the Effect of Predators on White-Tailed Deer: Movement and Diet of Coyotes,Turner,2001,2003,2011,The Journal of Wildlife Management,75,4,905,912,Carnivora,Canidae,Canis,latrans,Multiple,44.36323,-92.43962,30,19,18,14,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mortality patterns of radio-marked coyotes in Jackson Hole, Wyoming",Tzilowski,1973,1976,1980,Thesis: University of Massachusetts Amherst,,,1,67,Carnivora,Canidae,Canis,latrans,Adult,43.47340,-110.75603,92,40,38,35,35,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"Home Range, Habitat Use, and Food Habits of the black bear in South-Central Florida",Ulrey,2004,2006,2008,Thesis: University of Kentucky,,,1,117,Carnivora,Ursidae,Ursus,americanus,Adult,27.18329,-81.35874,40,6,5,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Population dynamics, resource selection, and landscape conservation of a recolonizing black bear population",Unger,1987,2006,2007,Thesis: University of Kentucky,,,1,315,Carnivora,Ursidae,Ursus,americanus,Multiple,36.59310,-83.69589,63,10,8,4,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
"Survival and cause-specific mortality rates of female sika deer in eastern Hokkaido, Japan",Uno,1993,1996,2006,Ecological Research,21,2,215,220,Artiodactyla,Cervidae,Cervus,nippon,Adult,44.29891,145.32534,18,10,9,3,2,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1
Elk Mortality in the Clearwater Drainage of Northcentral Idaho,Unsworth,1986,1991,1993,The Journal of Wildlife Management,57,3,495,502,Artiodactyla,Cervidae,Cervus,elaphus,Adult,46.57760,-115.34573,121,69,66,60,57,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
Survival of Unexploited Raccoons on a Rural Refuge in Southern Illinois,Urbanek,2003,2005,2009,Transactions of the Illinois Academy of Sciences,102,3,217,223,Carnivora,Procyonidae,Procyon,lotor,Adult,37.39842,-89.31531,54,12,8,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,4
Spatial ecology and male swamp rabbits (Sylvilagus aquaticus) in southeastern Arkansas,Vale,2006,2007,2008,Thesis: University of Arkansas at Monticello,,,1,149,Lagomorpha,Leporidae,Sylvilagus,aquaticus,Adult,33.43113,-91.96908,13,7,5,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2
Calf Mortality and Population Growth in the Delta Caribou Herd after Wolf Control,Valkenburg,1995,1997,2004,Wildlife Society Bulletin,32,3,746,756,Artiodactyla,Cervidae,Rangifer,tarandus,Juvenile,63.86479,-148.13730,166,105,101,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,4
Ecology of the Timber Wolf in Northeastern Minnesota,Van Ballenberghe,1969,1972,1975,Wildlife Monographs,43,1,3,43,Carnivora,Canidae,Canis,lupus,Adult,47.80444,-91.48644,73,7,7,3,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Weights, Growth and Survival of Timber Wolf Pups in Minnesota",Van Ballenberghe,1969,1972,1975,Journal of Mammalogy,56,1,44,63,Carnivora,Canidae,Canis,lupus,Juvenile,47.80444,-91.48644,73,26,26,0,0,0,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,0
"Population dynamics and management of brown bears on Kodiak Island, Alaska",Van Daele,1982,2004,2007,Thesis: University of Idaho,,,1,81,Carnivora,Ursidae,Ursus,arctos,Adult,57.47339,-153.45080,261,61,61,34,33,1,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0
Coyote survival in a row-crop agricultural landscape,Van Deelen,1996,2001,2006,Canadian Journal of Zoology,84,11,1630,1636,Carnivora,Canidae,Canis,latrans,Multiple,40.05232,-88.45029,59,37,35,21,21,0,9,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2
Mortality Patterns of White-Tailed Deer in Michigan's Upper Peninsula,Van Deelen,1992,1995,1997,The Journal of Wildlife Management,61,3,903,910,Artiodactyla,Cervidae,Odocoileus,virginianus,Multiple,45.85800,-86.87817,98,58,46,27,25,2,1,0,0,0,0,0,0,12,0,0,0,6,0,0,0,12
Predation on Yellow-Bellied Marmots,Van Vuren,1984,1995,2001,The American Midland Natrualist,145,1,94,100,Rodentia,Sciuridae,Marmota,flaviventris,Adult,38.95746,-106.98651,295,97,97,1,1,0,1,0,0,0,0,0,0,93,0,0,2,0,0,0,0,0
Survival and Causes of Mortality in a Northern Population of Western Gray Squirrels,Vander Haegen,1998,2005,2013,The Journal of Wildlife Management,77,6,1249,1257,Rodentia,Sciuridae,Sciurus,griseus,Multiple,45.91460,-121.03351,135,81,81,0,0,0,0,0,0,0,0,0,0,51,30,0,0,0,0,0,0,0
"Survival and Mortality of Pumas in a Fragmented, Urbanizing landscape",Vickers,2001,2013,2015,Plos One,10,7,e131490,,Carnivora,Felidae,Puma,concolor,Adult,34.09681,-118.81663,74,31,26,4,0,4,6,0,0,0,0,0,7,0,6,0,2,0,0,0,1,5
Physiological responses by lagomorphs to resource limitations by habitat fragmentation: implications for condition-sensitive predation,Villafuerte,1995,1995,1997,Canadian Journal of Zoology,75,1,148,151,Lagomorpha,Leporidae,Sylvilagus,transitionalis,Adult,43.17147,-71.34324,10,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Incidence of viral hemorrhagic disease in wild rabbit populations in Spain,Villafuerte,1992,1994,1995,Mammalia,59,4,651,659,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Adult,41.06848,0.59218,20,6,5,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
Pronghorn Fawn Mortality on the National Bison Range,Von Gunten,1977,1977,1978,Thesis: University of Montana,,,1,82,Artiodactyla,Antilocapridae,Antilocapra,americana,Juvenile,47.31865,-114.21338,30,27,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,7
"Survival Rates, Mortality Causes and Habitats of Pennsylvania of White-Tailed Deer Fawns",Vreeland,2000,2001,2004,Wildlife Society Bulletin,32,2,542,553,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,40.80364,-77.26034,218,106,104,13,11,2,16,0,7,0,0,0,5,18,0,5,40,0,0,0,0,2
Demographics and Population Trends of Grizzly Bears in the Cabinet-Yaak and Selkirk,Wakkinen,1983,2002,2004,Ursus,15,1,65,75,Carnivora,Ursidae,Ursus,arctos,Adult,48.50423,-116.72591,114,39,38,9,3,6,0,0,0,0,0,11,13,0,0,0,5,0,0,0,0,1
Demographics and Population Trends of Grizzly Bears in the Cabinet-Yaak and Selkirk,Wakkinen,1983,2002,2004,Ursus,15,1,65,75,Carnivora,Ursidae,Ursus,arctos,Juvenile,48.50423,-116.72591,NA,24,24,2,0,2,0,0,0,0,0,7,1,0,0,0,14,0,0,0,0,0
"White-tailed deer antler point restrictions, harvest and survival rates, and deer hunter support: Perception versus reality",Wallingford,2002,2005,2012,Thesis: Pennsylvania State University,,,1,138,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,40.84851,-79.41179,544,74,73,62,52,10,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"White-tailed deer antler point restrictions, harvest and survival rates, and deer hunter support: Perception versus reality",Wallingford,2002,2005,2012,Thesis: Pennsylvania State University,,,1,138,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,40.94459,-77.99305,NA,50,49,42,36,6,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
"White-tailed deer antler point restrictions, harvest and survival rates, and deer hunter support: Perception versus reality",Wallingford,2002,2005,2012,Thesis: Pennsylvania State University,,,1,138,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,40.84851,-79.41179,NA,109,105,76,37,39,19,0,0,0,0,4,0,0,4,2,0,0,0,0,0,4
"White-tailed deer antler point restrictions, harvest and survival rates, and deer hunter support: Perception versus reality",Wallingford,2002,2005,2012,Thesis: Pennsylvania State University,,,1,138,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,40.94459,-77.99305,NA,73,65,39,19,20,10,0,0,0,0,0,0,1,0,0,0,15,0,0,0,8
Movement patterns of Barren-Ground Wolves in the Central Canadian Arctic,Walton,1997,1998,2001,Journal of Mammalogy,82,3,867,876,Carnivora,Canidae,Canis,lupus,Adult,65.22037,-113.24810,23,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cause-Speci?c Neonatal Mortality of White-Tailed Deer in Wisconsin, USA",Warbington,2011,2013,2017,The Journal of Wildlife Management,81,5,824,833,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,45.63885,-90.59038,89,42,37,0,0,0,0,0,0,0,0,0,0,35,0,0,2,0,0,0,0,5
"Cause-Speci?c Neonatal Mortality of White-Tailed Deer in Wisconsin, USA",Warbington,2011,2013,2017,The Journal of Wildlife Management,81,5,824,833,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,44.70348,-88.80086,139,43,40,0,0,0,4,0,0,0,0,0,0,15,0,0,21,0,0,0,0,3
"Home Range, Survival, and Activity Patterns of the Southeastern Pocket Gopher: Implications for Translocation",Warren,2012,2013,2017,Journal of Fish and Wildlife Management,8,2,544,557,Rodentia,Geomyidae,Geomys,pinetis,Adult,31.22083,-84.47683,25,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Demographic Responses of kit foxes to Supplemental Feeding,Warrick,1988,1989,1999,The Southwestern Naturalist,44,3,367,374,Carnivora,Canidae,Vulpes,macrotis,Multiple,35.13094,-119.42496,79,63,37,0,0,0,1,0,0,0,0,1,0,35,0,0,0,0,0,0,0,26
Ecology of the bobcat in South-central Florida,Wassmer,1979,1982,1988,Bulletin of the Florida State Museum,33,4,159,228,Carnivora,Felidae,Lynx,rufus,Multiple,27.18997,-81.34835,17,11,11,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
Coyote predation effects on white-tailed deer fawns,Watine,2012,2013,2016,Natural Resources,7,,628,643,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,30.71805,-83.71542,30,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0
"Status, movements, and habitat use of moose in Massachusetts",Wattle,2006,2009,2011,Thesis: University of Massachusetts Amherst,,,1,115,Artiodactyla,Cervidae,Alces,alces,Adult,42.66428,-72.66283,35,5,5,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Ecology of Cape Cod Coyotes,Way,1998,2000,2000,Thesis: University of Connecticut,,,1,107,Carnivora,Canidae,Canis,latrans,Multiple,41.69552,-70.29750,11,3,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The ecology and management of black bears in the Tensas River Basin of Louisiana,Weaver,1988,1991,1999,Thesis: The University of Tennessee,,,1,327,Carnivora,Ursidae,Ursus,americanus,Adult,32.13635,-91.33944,25,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The role of parasites, diseases, mineral levels, and low fawn survival in a declining pronghorn population in the Trans-pecos region of Texas",Weaver,2011,2012,2013,Thesis: Sul Ross State University,,,1,96,Artiodactyla,Antilocapridae,Antilocapra,americana,Juvenile,30.54009,-104.51777,26,50,47,0,0,0,0,0,0,0,0,0,0,45,0,0,2,0,0,0,0,3
The ecology and management of black bears in the Tensas River Basin of Louisiana,Weaver,1988,1991,1999,Thesis: The University of Tennessee,,,1,327,Carnivora,Ursidae,Ursus,americanus,Juvenile,32.13635,-91.33944,NA,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Survival and Cause-Specific Mortality of Mature Male White-Tailed Deer,Webb,1998,2004,2007,The Journal of Wildlife Management,71,2,555,558,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,27.90763,-99.08950,48,21,18,16,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
Demography of a harvested population of wolves in west-central Alberta,Webb,2003,2008,2011,Canadian Journal of Zoology,89,8,744,752,Carnivora,Canidae,Canis,lupus,Adult,51.81124,-115.42487,84,42,42,37,37,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Survival and Cause-specific mortality of female Rocky Mountain elk exposed to human activity,Webb,2006,2009,2011,Population Ecology,53,3,483,493,Artiodactyla,Cervidae,Cervus,elaphus,Adult,36.78329,-105.61551,184,37,28,26,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
Effects of Mountain Lion Predation on Bighorn Sheep in the Sierra Nevada and Granite Mountains of California,Wehausen,1976,1988,1996,Wildlife Society Bulletin,24,3,471,479,Artiodactyla,Bovidae,Ovis,canadensis,Adult,35.26881,-116.04344,9,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Can supplemental food increase winter survival of a threatened cottontail rabbit?,Weidman,2009,2010,2011,Biological Conservation,144,7,2054,2058,Lagomorpha,Leporidae,Sylvilagus,transitionalis,Adult,43.00131,-70.90048,28,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0
Ecology of Fishers in the Sub-Boreal Forests of North-Central British Columbia,Weir,1996,2000,2008,Peace/Williston Fish and Wildlife Compensation Program Report No. 316,,,1,178,Carnivora,Mustelidae,Martes,pennanti,Juvenile,56.07752,-124.28433,7,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Ecology of Fishers in the Sub-Boreal Forests of North-Central British Columbia,Weir,1996,2000,2008,Peace/Williston Fish and Wildlife Compensation Program Report No. 315,,,1,178,Carnivora,Mustelidae,Martes,pennanti,Adult,56.07752,-124.28433,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Demographics of a Protected Population of Gray Foxes in South Carolina,Weston,1998,2000,2003,Journal of Mammalogy,84,3,996,1005,Carnivora,Canidae,Urocyon,cinereoargenteus,Adult,33.32593,-81.74399,21,7,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
Initial Effects of reintroduced wolves on bighorn sheep dynamics in Yellowstone National Park,White,1995,2005,2008,Wildlife Biology,14,1,138,146,Artiodactyla,Bovidae,Ovis,canadensis,Multiple,44.54588,-119.59242,14,8,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4
Survival of Mule Deer in Northwest Colorado,White,1981,1985,1987,The Journal of Wildlife Management,51,4,852,859,Artiodactyla,Cervidae,Odocoileus,hemionus,Adult,39.28911,-108.66734,66,31,21,3,1,2,2,0,0,0,0,0,0,3,0,2,0,11,0,0,0,10
Survival of Mule Deer in Northwest Colorado,White,1981,1985,1987,The Journal of Wildlife Management,51,4,852,859,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,39.28911,-108.66734,431,308,290,0,0,0,4,0,0,0,0,0,0,148,0,0,0,138,0,0,0,18
Survival and Cause-Specific Mortality Rates of Adult White-Tailed Deer in New Brunswick,Whitlaw,1194,1997,1998,The Journal of Wildlife Management,62,4,1333,1341,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,46.00756,-67.00473,103,51,43,17,16,1,2,0,0,0,0,0,0,21,1,1,0,0,0,1,0,8
White-tailed deer movement and habitat interactions prior to death in central New York,Whitman,2006,2007,2012,Thesis: SUNY Syracuse,,,1,58,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,42.97714,-75.71540,34,14,13,11,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Effect of coyote predation on early fawn survival in sympatric deer species,Whittaker,1991,1992,1999,Wildlife Society Bulletin,27,2,265,262,Artiodactyla,Cervidae,Odocoileus,hemionus,Juvenile,39.81592,-104.88282,60,34,29,0,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,0,5
Effect of coyote predation on early fawn survival in sympatric deer species,Whittaker,1991,1992,1999,Wildlife Society Bulletin,27,2,265,262,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,39.81592,-104.88282,60,24,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5
"Population Characteristics of Sympatric Mule and White-Tailed Deer on Rocky Mountain Arsenal, Colorado",Whittaker,1990,1993,2001,The Journal of Wildlife Management,65,4,946,952,Artiodactyla,Cervidae,Odocoileus,hemionus,Adult,39.81592,-104.88282,NA,7,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
"Population Characteristics of Sympatric Mule and White-Tailed Deer on Rocky Mountain Arsenal, Colorado",Whittaker,1990,1993,2001,The Journal of Wildlife Management,65,4,946,952,Artiodactyla,Cervidae,Odocoileus,virginianus,Adult,39.81592,-104.88282,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Productivity and Early Calf Survival in the Porcupine Caribou Herd,Whitten,1983,1985,1992,The Journal of Wildlife Management,56,2,201,212,Artiodactyla,Cervidae,Rangifer,tarandus,Juvenile,69.51311,-143.77540,182,19,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,4
Survival Rates and Adult Accompaniment of White-Tailed Deer Fawns on Remington Farms,Wickham,1991,1992,1993,Proc Ann Conf SEAFWA,47,,222,230,Artiodactyla,Cervidae,Odocoileus,virginianus,Juvenile,39.18843,-76.17210,43,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
